1306.092
1297.204
1294.046
1282.960
1282.960
1282.960
1282.960
1282.960
1282.156
1281.970
1271.169
1256.262
1244.580
1243.198
1235.623
1235.623
1235.623
1235.623
1232.452
1232.452

Training Accuracy: 0.497
Testing Accuracy: 0.492
Training time: 0.452 seconds
