1220.692
1194.881
1161.396
1139.780
1133.394
1119.137
1093.639
1078.070
1096.162
1100.177
1107.035
1102.053
1098.585
1084.392
1090.151
1091.383
1089.377
1090.916
1081.626
1072.496

Training Accuracy: 0.809
Testing Accuracy: 0.819
Training time: 235.448 seconds
