1206.028
1206.406
1209.340
1200.173
1196.709
1190.764
1221.350
1216.966
1322.942
1322.057
1316.437
1323.708
1324.390
1374.058
1372.904
1372.874
1317.254
1321.486
1321.025
1321.851
1381.884
1378.742
1379.276
1379.276
1383.917

Training Accuracy: 0.451
Testing Accuracy: 0.450
Training time: 0.880 seconds
