1459.911
1410.661
1407.724
1402.200
1415.539
1419.111
1420.221
1385.403
1385.385
1384.432
1384.249
1383.884
1383.766
1391.198
1386.369

Training Accuracy: 0.371
Testing Accuracy: 0.374
Training time: 0.324 seconds
