1195.478
1194.615
1180.356
1166.907
1133.615
1132.631
1129.981
1112.078
1104.134
1087.539
1084.640
1104.472
1085.813
1075.102
1086.614

Training Accuracy: 0.823
Testing Accuracy: 0.815
Training time: 186.422 seconds
