1508.664
1463.075
1444.894
1444.894
1444.894
1439.672
1433.085
1433.085
1422.372
1415.139
1415.139
1408.677
1408.677
1405.630
1405.630
1395.476
1395.476
1395.476
1393.064
1393.064

Training Accuracy: 0.424
Testing Accuracy: 0.415
Training time: 0.503 seconds
