1722.792
1719.372
1719.372
1716.885
1712.110
1720.918
1675.385
1674.164
1700.030
1701.179
1691.779
1666.616
1666.536
1845.774
1843.163
1837.883
1833.129
1812.744
1789.153
1789.153

Training Accuracy: 0.355
Testing Accuracy: 0.343
Training time: 0.526 seconds
