1219.006
1176.597
1178.352
1163.337
1129.823
1121.080
1108.570
1120.178
1103.516
1082.526
1101.970
1110.205
1093.616
1082.706
1096.964
1080.072
1098.378
1080.446
1064.004
1061.072
1061.165
1054.832
1036.905
1025.892
1009.172

Training Accuracy: 0.785
Testing Accuracy: 0.795
Training time: 277.356 seconds
