1583.531
1572.873
1564.539
1568.944
1560.885
1560.885
1565.013
1570.373
1553.455
1560.608
1558.122
1560.663
1475.390
1475.720
1473.628
1473.628
1472.727
1468.587
1468.038
1467.322

Training Accuracy: 0.372
Testing Accuracy: 0.370
Training time: 0.544 seconds
