902.427
905.204
905.204
904.219
904.970
904.970
907.211
904.606
903.671
905.726
932.605
930.255
931.686
930.471
937.926
942.863
943.661
941.724
941.651
947.032

Training Accuracy: 68.419%
Testing Accuracy: 69.213%
Training time: 0.463 seconds
