1218.722
1209.580
1178.762
1142.684
1145.775
1157.650
1139.600
1128.095
1114.205
1100.867
1110.339
1105.898
1105.724
1094.456
1070.830
1077.848
1080.824
1079.424
1070.716
1060.677

Training Accuracy: 76.731%
Testing Accuracy: 76.955%
Training time: 226.658 seconds
