1187.873
1199.751
1172.813
1154.231
1158.403
1144.309
1141.148
1129.493
1104.263
1086.938
1090.979
1090.087
1073.500
1075.252
1081.054

Training Accuracy: 81.228%
Testing Accuracy: 81.842%
Training time: 180.817 seconds
