1074.276
1074.343
1072.917
1074.002
1075.369
1077.657
1085.687
1086.473
1086.608
1086.762
1084.599
1084.286
1084.286
1083.046
1084.614
1099.972
1099.972
1106.238
1106.753
1106.330

Training Accuracy: 56.404%
Testing Accuracy: 55.967%
Training time: 0.523 seconds
