1227.148
1223.965
1188.333
1169.152
1163.359
1155.896
1132.247
1125.205
1108.815
1104.795
1079.857
1082.304
1084.714
1074.819
1078.875

Training Accuracy: 78.715%
Testing Accuracy: 80.041%
Training time: 178.999 seconds
