1004.077
946.712
937.647
937.609
937.609
937.609
935.442
935.442
932.372
926.700
887.233
886.147
886.147
885.404
885.404
885.404
871.973
871.973
871.973
847.618
847.618
843.691
843.602
843.120
843.120

Training Accuracy: 72.597%
Testing Accuracy: 72.042%
Training time: 0.673 seconds
