1218.962
1217.017
1214.552
1214.552
1224.513
1224.513
1226.782
1228.291
1234.370
1232.291
1233.469
1233.469
1232.855
1234.001
1244.250
1243.983
1247.829
1244.689
1242.960
1239.086
1238.235
1242.998
1243.980
1252.358
1253.306

Training Accuracy: 50.419%
Testing Accuracy: 50.412%
Training time: 0.657 seconds
