1272.887
1276.171
1285.928
1275.585
1286.886
1287.596
1316.378
1318.747
1336.076
1333.227
1333.227
1324.021
1315.394
1309.913
1280.731
1277.093
1283.292
1295.011
1293.152
1293.152
1288.666
1285.746
1285.389
1271.066
1269.621

Training Accuracy: 47.542%
Testing Accuracy: 45.628%
Training time: 0.692 seconds
