1197.337
1205.885
1192.955
1170.247
1160.724
1132.869
1135.509
1133.193
1126.903
1140.256
1141.543
1126.010
1128.201
1108.422
1098.900
1101.405
1106.910
1090.885
1080.028
1087.423

Training Accuracy: 74.835%
Testing Accuracy: 75.489%
Training time: 228.396 seconds
