1215.683
1215.808
1193.660
1192.560
1168.931
1169.930
1157.909
1134.382
1126.403
1107.578
1116.557
1097.645
1080.197
1068.980
1060.279
1057.774
1054.156
1052.015
1049.020
1040.736
1028.735
1016.809
1015.711
1007.115
1003.861

Training Accuracy: 84.921%
Testing Accuracy: 85.031%
Training time: 267.670 seconds
