1206.587
1177.833
1164.032
1149.083
1148.373
1136.302
1137.543
1124.006
1134.348
1120.801
1115.510
1119.057
1113.375
1102.179
1076.744
1075.602
1074.315
1079.829
1061.908
1029.331
1017.250
1004.337
998.768
992.915
983.095

Training Accuracy: 84.182%
Testing Accuracy: 84.491%
Training time: 271.871 seconds
