1020.000
1020.754
1020.979
1024.326
1023.696
1024.368
1025.420
1024.897
1024.476
1016.127
1019.619
1018.537
1017.094
1042.567
1041.916

Training Accuracy: 57.782%
Testing Accuracy: 57.639%
Training time: 0.309 seconds
