
Error results for RHC
---------------------------
0,264.698,0.095225088
1,264.698,0.129926144
2,264.698,0.14699008
3,264.698,0.15947904
4,264.698,0.170449152
5,264.698,0.180822016
6,264.698,0.190982144
7,264.698,0.20034304
8,264.698,0.211072
9,264.698,0.22176
10,264.698,0.230910976
11,264.698,0.24150016
12,264.698,0.252515072
13,264.698,0.261883136
14,264.698,0.271300096
15,264.698,0.280542208
16,264.698,0.289748992
17,264.698,0.300376064
18,264.698,0.309757952
19,264.698,0.318955008
20,264.698,0.331702016
21,264.698,0.341193984
22,264.698,0.350595072
23,264.698,0.360619008
24,264.698,0.369872128
25,264.698,0.379083008
26,264.698,0.389868032
27,264.698,0.399098112
28,264.698,0.408440064
29,264.698,0.417602048
30,264.698,0.426951168
31,264.698,0.436268032
32,264.698,0.445803008
33,264.698,0.455974144
34,264.698,0.465256192
35,264.698,0.474626048
36,264.698,0.485297152
37,264.698,0.49455104
38,264.698,0.504953088
39,264.698,0.515866112
40,434.337,0.525563136
41,264.698,0.534819072
42,264.698,0.54475008
43,264.698,0.554654976
44,264.698,0.563820032
45,264.698,0.574616064
46,264.698,0.584043008
47,274.271,0.593597184
48,264.698,0.602850048
49,264.698,0.612240128
50,288.671,0.622035968
51,264.698,0.631409152
52,264.698,0.640984064
53,264.698,0.650157056
54,264.698,0.661568
55,263.281,0.673356032
56,263.281,0.685775104
57,263.281,0.6993472
58,263.281,0.711737088
59,263.281,0.723921152
60,263.281,0.736071168
61,263.281,0.748
62,263.281,0.760465152
63,263.281,0.772313088
64,263.281,0.781562112
65,263.281,0.791016192
66,263.281,0.800225024
67,263.281,0.810619136
68,263.281,0.820192
69,263.281,0.829348096
70,263.281,0.838835968
71,263.281,0.847951104
72,263.281,0.857371136
73,263.281,0.866671104
74,263.281,0.8760512
75,263.281,0.885496064
76,263.281,0.89471104
77,263.281,0.904081152
78,263.281,0.913396992
79,263.281,0.92310016
80,263.281,0.932813056
81,263.281,0.942888192
82,263.281,0.952164096
83,263.281,0.961611008
84,263.281,0.970994176
85,263.281,0.982228992
86,263.281,0.99174912
87,263.281,1.001101056
88,263.281,1.010301184
89,263.281,1.019649024
90,263.281,1.028870144
91,263.281,1.038171136
92,263.281,1.047446016
93,263.281,1.056755968
94,263.281,1.066121984
95,263.281,1.075619072
96,263.281,1.084994048
97,263.281,1.094228992
98,263.281,1.104104192
99,263.281,1.113268992
100,263.281,1.122640128
101,263.281,1.131725056
102,263.281,1.141161984
103,263.281,1.150336
104,263.281,1.15967104
105,263.281,1.168971008
106,263.281,1.178270976
107,263.281,1.187949056
108,215.549,1.198330112
109,215.549,1.207624192
110,215.549,1.216969984
111,173.590,1.22639616
112,173.590,1.235689984
113,173.590,1.244962048
114,173.590,1.254189056
115,173.590,1.266828032
116,173.590,1.2772672
117,173.590,1.286573056
118,173.590,1.29578112
119,173.590,1.305137152
120,173.590,1.31446912
121,173.590,1.324568064
122,179.773,1.333825024
123,173.590,1.34338816
124,173.590,1.352712192
125,173.590,1.362123008
126,173.590,1.371805184
127,173.590,1.380897024
128,173.590,1.39040896
