tsp,SA,10,1000,5,1.104711936,885.4212700586115
count_ones,RHC,60,1000,0,0.140453888,60.0
four_peaks,SA,50,1000,2,0.308838144,11.0
tsp,RHC,40,1000,0,1.137671936,3502.87969416808
tsp,RHC,30,1000,3,1.135452928,1897.2768323732375
tsp,RHC,10,1000,1,1.193712896,860.2228883298637
tsp,RHC,10,1000,2,1.209748992,910.6547770794923
tsp,SA,30,1000,4,1.229171968,1991.2250095370005
tsp,SA,20,1000,4,1.254807808,1963.820246858123
tsp,RHC,20,1000,4,1.268389888,1718.2555419957157
tsp,RHC,10,1000,4,0.479610112,960.7804769786085
four_peaks,SA,150,1000,9,0.92477696,8.0
four_peaks,RHC,100,1000,6,1.175478016,6.0
four_peaks,SA,200,1000,9,0.985679104,2.0
four_peaks,RHC,100,1000,8,0.033106944,22.0
four_peaks,RHC,50,1000,4,0.739350784,29.0
four_peaks,RHC,50,1000,6,0.045597184,25.0
four_peaks,SA,200,1000,3,1.00744192,3.0
four_peaks,RHC,10,1000,6,0.702884096,10.0
four_peaks,RHC,50,1000,1,0.706667008,24.0
count_ones,SA,60,1000,5,0.01997312,60.0
count_ones,SA,80,1000,5,0.018238208,80.0
four_peaks,RHC,50,1000,5,0.59337984,15.0
four_peaks,RHC,10,1000,9,0.619258112,17.0
four_peaks,SA,150,1000,1,0.412808192,9.0
four_peaks,SA,50,1000,9,0.402959104,24.0
count_ones,SA,80,1000,3,0.02393984,80.0
four_peaks,RHC,200,1000,1,0.014747136,18.0
tsp,SA,20,1000,8,1.778827776,1867.828033451438
tsp,RHC,50,1000,5,1.727891968,4022.1546760344327
tsp,RHC,30,1000,0,1.27487616,2834.3258593149144
tsp,SA,10,1000,1,1.889969152,588.5788482392276
tsp,RHC,20,1000,3,1.888644864,2017.675977871737
tsp,RHC,20,1000,1,1.864961024,1474.980395995197
tsp,RHC,50,1000,2,1.848560896,4368.098015138092
tsp,RHC,20,1000,9,1.913166848,1787.6578561196309
tsp,SA,30,1000,3,1.057625088,2262.1406002087792
tsp,SA,10,1000,6,1.021874944,1112.5339662498964
tsp,SA,10,1000,7,0.966432,720.7261744509615
nqueens,RHC,8,1000,2,0.272132864,684.6472211540438
four_peaks,SA,150,1000,4,0.918464,4.0
four_peaks,SA,200,1000,4,0.904525056,3.0
four_peaks,SA,150,1000,8,0.908395776,8.0
four_peaks,SA,100,1000,4,0.915740928,9.0
four_peaks,RHC,50,1000,2,1.083169792,22.0
four_peaks,RHC,200,1000,0,0.013850112,5.0
four_peaks,RHC,150,1000,4,0.008824832,7.0
four_peaks,RHC,150,1000,7,0.012182016,15.0
count_ones,RHC,80,1000,5,0.25762688,80.0
count_ones,RHC,20,1000,1,0.254767872,20.0
count_ones,RHC,80,1000,9,0.258006016,80.0
four_peaks,RHC,10,1000,2,0.582322944,10.0
count_ones,SA,40,1000,5,0.137630976,40.0
four_peaks,SA,100,1000,5,0.409793024,10.0
four_peaks,SA,50,1000,1,0.43220096,10.0
